ID,Year,First Name,Middle Name,Last Name,Full Name,party,Level,Position,state,District,race_ethnicity,STATEFP,Congress,GEOID
248335k,2017,Yvette,D.,Clarke,Yvette Clarke,Democrat,Congress,U.S. Representative,New York - NY,9,Black,36,115,3609
248335k,2020,Yvette,D.,Clarke,Yvette Clarke,Democrat,Congress,U.S. Representative,New York - NY,9,Black,36,116,3609
248335k,2019,Yvette,D.,Clarke,Yvette Clarke,Democrat,Congress,U.S. Representative,New York - NY,9,Black,36,116,3609
248335k,2022,Yvette,D.,Clarke,Yvette Clarke,Democrat,Congress,U.S. Representative,New York - NY,9,Black,36,117,3609
248335k,2018,Yvette,D.,Clarke,Yvette Clarke,Democrat,Congress,U.S. Representative,New York - NY,9,Black,36,115,3609
158987k,2017,Nita,M.,Lowey,Nita Lowey,Democrat,Congress,U.S. Representative,New York - NY,17,White,36,115,3617
158987k,2020,Nita,M.,Lowey,Nita Lowey,Democrat,Congress,U.S. Representative,New York - NY,17,White,36,116,3617
158987k,2019,Nita,M.,Lowey,Nita Lowey,Democrat,Congress,U.S. Representative,New York - NY,17,White,36,116,3617
158987k,2018,Nita,M.,Lowey,Nita Lowey,Democrat,Congress,U.S. Representative,New York - NY,17,White,36,115,3617
309650k,2022,Nicole,,Malliotakis,Nicole Malliotakis,Republican,Congress,U.S. Representative,New York - NY,11,"White, Latina",36,117,3611
309650k,2021,Nicole,,Malliotakis,Nicole Malliotakis,Republican,Congress,U.S. Representative,New York - NY,11,"White, Latina",36,117,3611
158983k,2018,Carolyn,B.,Maloney,Carolyn Maloney,Democrat,Congress,U.S. Representative,New York - NY,12,White,36,115,3612
158983k,2020,Carolyn,B.,Maloney,Carolyn Maloney,Democrat,Congress,U.S. Representative,New York - NY,12,White,36,116,3612
158983k,2017,Carolyn,B.,Maloney,Carolyn Maloney,Democrat,Congress,U.S. Representative,New York - NY,12,White,36,115,3612
158983k,2019,Carolyn,B.,Maloney,Carolyn Maloney,Democrat,Congress,U.S. Representative,New York - NY,12,White,36,116,3612
158983k,2022,Carolyn,B.,Maloney,Carolyn Maloney,Democrat,Congress,U.S. Representative,New York - NY,12,White,36,117,3612
158983k,2021,Carolyn,B.,Maloney,Carolyn Maloney,Democrat,Congress,U.S. Representative,New York - NY,12,White,36,117,3612
271828k,2017,Grace,,Meng,Grace Meng,Democrat,Congress,U.S. Representative,New York - NY,6,Asian American/Pacific Islander,36,115,3606
271828k,2020,Grace,,Meng,Grace Meng,Democrat,Congress,U.S. Representative,New York - NY,6,Asian American/Pacific Islander,36,116,3606
271828k,2019,Grace,,Meng,Grace Meng,Democrat,Congress,U.S. Representative,New York - NY,6,Asian American/Pacific Islander,36,116,3606
271828k,2022,Grace,,Meng,Grace Meng,Democrat,Congress,U.S. Representative,New York - NY,6,Asian American/Pacific Islander,36,117,3606
271828k,2018,Grace,,Meng,Grace Meng,Democrat,Congress,U.S. Representative,New York - NY,6,Asian American/Pacific Islander,36,115,3606
271828k,2021,Grace,,Meng,Grace Meng,Democrat,Congress,U.S. Representative,New York - NY,6,Asian American/Pacific Islander,36,117,3606
624858k,2020,Alexandria,,Ocasio-Cortez,Alexandria Ocasio-Cortez,Democrat,Congress,U.S. Representative,New York - NY,14,Latina,36,116,3614
624858k,2019,Alexandria,,Ocasio-Cortez,Alexandria Ocasio-Cortez,Democrat,Congress,U.S. Representative,New York - NY,14,Latina,36,116,3614
624858k,2022,Alexandria,,Ocasio-Cortez,Alexandria Ocasio-Cortez,Democrat,Congress,U.S. Representative,New York - NY,14,Latina,36,117,3614
624858k,2021,Alexandria,,Ocasio-Cortez,Alexandria Ocasio-Cortez,Democrat,Congress,U.S. Representative,New York - NY,14,Latina,36,117,3614
489426k,2019,Kathleen,M.,Rice,Kathleen Rice,Democrat,Congress,U.S. Representative,New York - NY,4,White,36,116,3604
489426k,2022,Kathleen,M.,Rice,Kathleen Rice,Democrat,Congress,U.S. Representative,New York - NY,4,White,36,117,3604
489426k,2018,Kathleen,M.,Rice,Kathleen Rice,Democrat,Congress,U.S. Representative,New York - NY,4,White,36,115,3604
489426k,2021,Kathleen,M.,Rice,Kathleen Rice,Democrat,Congress,U.S. Representative,New York - NY,4,White,36,117,3604
489426k,2017,Kathleen,M.,Rice,Kathleen Rice,Democrat,Congress,U.S. Representative,New York - NY,4,White,36,115,3604
489426k,2020,Kathleen,M.,Rice,Kathleen Rice,Democrat,Congress,U.S. Representative,New York - NY,4,White,36,116,3604
158997k,2017,Louise,M.,Slaughter,Louise Slaughter,Democrat,Congress,U.S. Representative,New York - NY,25,White,36,115,3625
158997k,2018,Louise,M.,Slaughter,Louise Slaughter,Democrat,Congress,U.S. Representative,New York - NY,25,White,36,115,3625
247560k,2019,Elise,M.,Stefanik,Elise Stefanik,Republican,Congress,U.S. Representative,New York - NY,21,White,36,116,3621
247560k,2022,Elise,M.,Stefanik,Elise Stefanik,Republican,Congress,U.S. Representative,New York - NY,21,White,36,117,3621
247560k,2018,Elise,M.,Stefanik,Elise Stefanik,Republican,Congress,U.S. Representative,New York - NY,21,White,36,115,3621
247560k,2021,Elise,M.,Stefanik,Elise Stefanik,Republican,Congress,U.S. Representative,New York - NY,21,White,36,117,3621
247560k,2017,Elise,M.,Stefanik,Elise Stefanik,Republican,Congress,U.S. Representative,New York - NY,21,White,36,115,3621
247560k,2020,Elise,M.,Stefanik,Elise Stefanik,Republican,Congress,U.S. Representative,New York - NY,21,White,36,116,3621
216162k,2018,Claudia,,Tenney,Claudia Tenney,Republican,Congress,U.S. Representative,New York - NY,22,White,36,115,3622
216162k,2022,Claudia,,Tenney,Claudia Tenney,Republican,Congress,U.S. Representative,New York - NY,22,White,36,117,3622
216162k,2017,Claudia,,Tenney,Claudia Tenney,Republican,Congress,U.S. Representative,New York - NY,22,White,36,115,3622
216162k,2021,Claudia,,Tenney,Claudia Tenney,Republican,Congress,U.S. Representative,New York - NY,22,White,36,117,3622
158981k,2017,Nydia,M.,Velazquez,Nydia Velazquez,Democrat,Congress,U.S. Representative,New York - NY,7,Latina,36,115,3607
158981k,2020,Nydia,M.,Velazquez,Nydia Velazquez,Democrat,Congress,U.S. Representative,New York - NY,7,Latina,36,116,3607
158981k,2019,Nydia,M.,Velazquez,Nydia Velazquez,Democrat,Congress,U.S. Representative,New York - NY,7,Latina,36,116,3607
158981k,2022,Nydia,M.,Velazquez,Nydia Velazquez,Democrat,Congress,U.S. Representative,New York - NY,7,Latina,36,117,3607
158981k,2018,Nydia,M.,Velazquez,Nydia Velazquez,Democrat,Congress,U.S. Representative,New York - NY,7,Latina,36,115,3607
158981k,2021,Nydia,M.,Velazquez,Nydia Velazquez,Democrat,Congress,U.S. Representative,New York - NY,7,Latina,36,117,3607
248335k,2023,Yvette,D.,Clarke,Yvette Clarke,Democrat,Congress,U.S. Representative,New York - NY,9,Black,36,118,3609
309650k,2023,Nicole,,Malliotakis,Nicole Malliotakis,Republican,Congress,U.S. Representative,New York - NY,11,"White, Latina",36,118,3611
271828k,2023,Grace,,Meng,Grace Meng,Democrat,Congress,U.S. Representative,New York - NY,6,Asian American/Pacific Islander,36,118,3606
624858k,2023,Alexandria,,Ocasio-Cortez,Alexandria Ocasio-Cortez,Democrat,Congress,U.S. Representative,New York - NY,14,Latina,36,118,3614
247560k,2023,Elise,M.,Stefanik,Elise Stefanik,Republican,Congress,U.S. Representative,New York - NY,21,White,36,118,3621
216162k,2023,Claudia,,Tenney,Claudia Tenney,Republican,Congress,U.S. Representative,New York - NY,24,White,36,118,3624
158981k,2023,Nydia,M.,Velazquez,Nydia Velazquez,Democrat,Congress,U.S. Representative,New York - NY,7,Latina,36,118,3607
196595k,2018,Alma,S.,Adams,Alma Adams,Democrat,Congress,U.S. Representative,North Carolina - NC,12,Black,37,115,3712
196595k,2021,Alma,S.,Adams,Alma Adams,Democrat,Congress,U.S. Representative,North Carolina - NC,12,Black,37,117,3712
196595k,2017,Alma,S.,Adams,Alma Adams,Democrat,Congress,U.S. Representative,North Carolina - NC,12,Black,37,115,3712
196595k,2020,Alma,S.,Adams,Alma Adams,Democrat,Congress,U.S. Representative,North Carolina - NC,12,Black,37,116,3712
196595k,2019,Alma,S.,Adams,Alma Adams,Democrat,Congress,U.S. Representative,North Carolina - NC,12,Black,37,116,3712
196595k,2022,Alma,S.,Adams,Alma Adams,Democrat,Congress,U.S. Representative,North Carolina - NC,12,Black,37,117,3712
196515k,2021,Virginia,A.,Foxx,Virginia Foxx,Republican,Congress,U.S. Representative,North Carolina - NC,5,White,37,117,3705
196515k,2017,Virginia,A.,Foxx,Virginia Foxx,Republican,Congress,U.S. Representative,North Carolina - NC,5,White,37,115,3705
196515k,2020,Virginia,A.,Foxx,Virginia Foxx,Republican,Congress,U.S. Representative,North Carolina - NC,5,White,37,116,3705
196515k,2019,Virginia,A.,Foxx,Virginia Foxx,Republican,Congress,U.S. Representative,North Carolina - NC,5,White,37,116,3705
196515k,2022,Virginia,A.,Foxx,Virginia Foxx,Republican,Congress,U.S. Representative,North Carolina - NC,5,White,37,117,3705
196515k,2018,Virginia,A.,Foxx,Virginia Foxx,Republican,Congress,U.S. Representative,North Carolina - NC,5,White,37,115,3705
646745k,2022,Kathy,,Manning,Kathy Manning,Democrat,Congress,U.S. Representative,North Carolina - NC,6,White,37,117,3706
646745k,2021,Kathy,,Manning,Kathy Manning,Democrat,Congress,U.S. Representative,North Carolina - NC,6,White,37,117,3706
211983k,2022,Deborah,,Ross,Deborah Ross,Democrat,Congress,U.S. Representative,North Carolina - NC,2,White,37,117,3702
211983k,2021,Deborah,,Ross,Deborah Ross,Democrat,Congress,U.S. Representative,North Carolina - NC,2,White,37,117,3702
196595k,2023,Alma,S.,Adams,Alma Adams,Democrat,Congress,U.S. Representative,North Carolina - NC,12,Black,37,118,3712
397611k,2023,Valerie,P.,Foushee,Valerie Foushee,Democrat,Congress,U.S. Representative,North Carolina - NC,4,Black,37,118,3704
196515k,2023,Virginia,A.,Foxx,Virginia Foxx,Republican,Congress,U.S. Representative,North Carolina - NC,5,White,37,118,3705
646745k,2023,Kathy,,Manning,Kathy Manning,Democrat,Congress,U.S. Representative,North Carolina - NC,6,White,37,118,3706
211983k,2023,Deborah,,Ross,Deborah Ross,Democrat,Congress,U.S. Representative,North Carolina - NC,2,White,37,118,3702
197852k,2019,Joyce,B.,Beatty,Joyce Beatty,Democrat,Congress,U.S. Representative,Ohio - OH,3,Black,39,116,3903
197852k,2022,Joyce,B.,Beatty,Joyce Beatty,Democrat,Congress,U.S. Representative,Ohio - OH,3,Black,39,117,3903
197852k,2018,Joyce,B.,Beatty,Joyce Beatty,Democrat,Congress,U.S. Representative,Ohio - OH,3,Black,39,115,3903
197852k,2021,Joyce,B.,Beatty,Joyce Beatty,Democrat,Congress,U.S. Representative,Ohio - OH,3,Black,39,117,3903
197852k,2017,Joyce,B.,Beatty,Joyce Beatty,Democrat,Congress,U.S. Representative,Ohio - OH,3,Black,39,115,3903
197852k,2020,Joyce,B.,Beatty,Joyce Beatty,Democrat,Congress,U.S. Representative,Ohio - OH,3,Black,39,116,3903
772727k,2022,Shontel,,Brown,Shontel Brown,Democrat,Congress,U.S. Representative,Ohio - OH,11,Black,39,117,3911
772727k,2021,Shontel,,Brown,Shontel Brown,Democrat,Congress,U.S. Representative,Ohio - OH,11,Black,39,117,3911
271756k,2018,Marcia,L.,Fudge,Marcia Fudge,Democrat,Congress,U.S. Representative,Ohio - OH,11,Black,39,115,3911
271756k,2021,Marcia,L.,Fudge,Marcia Fudge,Democrat,Congress,U.S. Representative,Ohio - OH,11,Black,39,117,3911
271756k,2017,Marcia,L.,Fudge,Marcia Fudge,Democrat,Congress,U.S. Representative,Ohio - OH,11,Black,39,115,3911
271756k,2020,Marcia,L.,Fudge,Marcia Fudge,Democrat,Congress,U.S. Representative,Ohio - OH,11,Black,39,116,3911
271756k,2019,Marcia,L.,Fudge,Marcia Fudge,Democrat,Congress,U.S. Representative,Ohio - OH,11,Black,39,116,3911
159009k,2018,Marcy,C.,Kaptur,Marcy Kaptur,Democrat,Congress,U.S. Representative,Ohio - OH,9,White,39,115,3909
159009k,2021,Marcy,C.,Kaptur,Marcy Kaptur,Democrat,Congress,U.S. Representative,Ohio - OH,9,White,39,117,3909
159009k,2017,Marcy,C.,Kaptur,Marcy Kaptur,Democrat,Congress,U.S. Representative,Ohio - OH,9,White,39,115,3909
159009k,2020,Marcy,C.,Kaptur,Marcy Kaptur,Democrat,Congress,U.S. Representative,Ohio - OH,9,White,39,116,3909
159009k,2019,Marcy,C.,Kaptur,Marcy Kaptur,Democrat,Congress,U.S. Representative,Ohio - OH,9,White,39,116,3909
159009k,2022,Marcy,C.,Kaptur,Marcy Kaptur,Democrat,Congress,U.S. Representative,Ohio - OH,9,White,39,117,3909
197852k,2023,Joyce,B.,Beatty,Joyce Beatty,Democrat,Congress,U.S. Representative,Ohio - OH,3,Black,39,118,3903
772727k,2023,Shontel,,Brown,Shontel Brown,Democrat,Congress,U.S. Representative,Ohio - OH,11,Black,39,118,3911
159009k,2023,Marcy,C.,Kaptur,Marcy Kaptur,Democrat,Congress,U.S. Representative,Ohio - OH,9,White,39,118,3909
486378k,2023,Emilia,Strong,Sykes,Emilia Sykes,Democrat,Congress,U.S. Representative,Ohio - OH,13,Black,39,118,3913
495403k,2022,Stephanie,,Bice,Stephanie Bice,Republican,Congress,U.S. Representative,Oklahoma - OK,5,White,40,117,4005
495403k,2021,Stephanie,,Bice,Stephanie Bice,Republican,Congress,U.S. Representative,Oklahoma - OK,5,White,40,117,4005
629660k,2020,Kendra,,Horn,Kendra Horn,Democrat,Congress,U.S. Representative,Oklahoma - OK,5,White,40,116,4005
629660k,2019,Kendra,,Horn,Kendra Horn,Democrat,Congress,U.S. Representative,Oklahoma - OK,5,White,40,116,4005
495403k,2023,Stephanie,,Bice,Stephanie Bice,Republican,Congress,U.S. Representative,Oklahoma - OK,5,White,40,118,4005
249764k,2018,Suzanne,M.,Bonamici,Suzanne Bonamici,Democrat,Congress,U.S. Representative,Oregon - OR,1,White,41,115,4101
249764k,2021,Suzanne,M.,Bonamici,Suzanne Bonamici,Democrat,Congress,U.S. Representative,Oregon - OR,1,White,41,117,4101
249764k,2017,Suzanne,M.,Bonamici,Suzanne Bonamici,Democrat,Congress,U.S. Representative,Oregon - OR,1,White,41,115,4101
249764k,2020,Suzanne,M.,Bonamici,Suzanne Bonamici,Democrat,Congress,U.S. Representative,Oregon - OR,1,White,41,116,4101
249764k,2019,Suzanne,M.,Bonamici,Suzanne Bonamici,Democrat,Congress,U.S. Representative,Oregon - OR,1,White,41,116,4101
249764k,2022,Suzanne,M.,Bonamici,Suzanne Bonamici,Democrat,Congress,U.S. Representative,Oregon - OR,1,White,41,117,4101
249764k,2023,Suzanne,M.,Bonamici,Suzanne Bonamici,Democrat,Congress,U.S. Representative,Oregon - OR,1,White,41,118,4101
568297k,2023,Lori,,Chavez-DeRemer,Lori Chavez-DeRemer,Republican,Congress,U.S. Representative,Oregon - OR,5,"White, Latina",41,118,4105
282137k,2023,Val,,Hoyle,Val Hoyle,Democrat,Congress,U.S. Representative,Oregon - OR,4,White,41,118,4104
637004k,2023,Andrea,,Salinas,Andrea Salinas,Democrat,Congress,U.S. Representative,Oregon - OR,6,Latina,41,118,4106
569358k,2021,Madeleine,,Dean,Madeleine Dean,Democrat,Congress,U.S. Representative,Pennsylvania - PA,4,White,42,117,4204
569358k,2020,Madeleine,,Dean,Madeleine Dean,Democrat,Congress,U.S. Representative,Pennsylvania - PA,4,White,42,116,4204
569358k,2019,Madeleine,,Dean,Madeleine Dean,Democrat,Congress,U.S. Representative,Pennsylvania - PA,4,White,42,116,4204
569358k,2022,Madeleine,,Dean,Madeleine Dean,Democrat,Congress,U.S. Representative,Pennsylvania - PA,4,White,42,117,4204
621721k,2021,Chrissy,,Houlahan,Chrissy Houlahan,Democrat,Congress,U.S. Representative,Pennsylvania - PA,6,White,42,117,4206
621721k,2020,Chrissy,,Houlahan,Chrissy Houlahan,Democrat,Congress,U.S. Representative,Pennsylvania - PA,6,White,42,116,4206
621721k,2019,Chrissy,,Houlahan,Chrissy Houlahan,Democrat,Congress,U.S. Representative,Pennsylvania - PA,6,White,42,116,4206
621721k,2022,Chrissy,,Houlahan,Chrissy Houlahan,Democrat,Congress,U.S. Representative,Pennsylvania - PA,6,White,42,117,4206
655204k,2020,Mary,Gay,Scanlon,Mary Scanlon,Democrat,Congress,U.S. Representative,Pennsylvania - PA,5,White,42,116,4205
655204k,2019,Mary,Gay,Scanlon,Mary Scanlon,Democrat,Congress,U.S. Representative,Pennsylvania - PA,5,White,42,116,4205
655204k,2022,Mary,Gay,Scanlon,Mary Scanlon,Democrat,Congress,U.S. Representative,Pennsylvania - PA,5,White,42,117,4205
655204k,2018,Mary,Gay,Scanlon,Mary Scanlon,Democrat,Congress,U.S. Representative,Pennsylvania - PA,7,White,42,115,4207
655204k,2021,Mary,Gay,Scanlon,Mary Scanlon,Democrat,Congress,U.S. Representative,Pennsylvania - PA,5,White,42,117,4205
638609k,2020,Susan,Ellis,Wild,Susan Wild,Democrat,Congress,U.S. Representative,Pennsylvania - PA,7,White,42,116,4207
638609k,2019,Susan,Ellis,Wild,Susan Wild,Democrat,Congress,U.S. Representative,Pennsylvania - PA,7,White,42,116,4207
638609k,2022,Susan,Ellis,Wild,Susan Wild,Democrat,Congress,U.S. Representative,Pennsylvania - PA,7,White,42,117,4207
638609k,2018,Susan,Ellis,Wild,Susan Wild,Democrat,Congress,U.S. Representative,Pennsylvania - PA,15,White,42,115,4215
638609k,2021,Susan,Ellis,Wild,Susan Wild,Democrat,Congress,U.S. Representative,Pennsylvania - PA,7,White,42,117,4207
569358k,2023,Madeleine,,Dean,Madeleine Dean,Democrat,Congress,U.S. Representative,Pennsylvania - PA,4,White,42,118,4204
621721k,2023,Chrissy,,Houlahan,Chrissy Houlahan,Democrat,Congress,U.S. Representative,Pennsylvania - PA,6,White,42,118,4206
660014k,2023,Summer,L.,Lee,Summer Lee,Democrat,Congress,U.S. Representative,Pennsylvania - PA,12,Black,42,118,4212
655204k,2023,Mary,Gay,Scanlon,Mary Scanlon,Democrat,Congress,U.S. Representative,Pennsylvania - PA,5,White,42,118,4205
638609k,2023,Susan,Ellis,Wild,Susan Wild,Democrat,Congress,U.S. Representative,Pennsylvania - PA,7,White,42,118,4207
466143k,2022,Nancy,,Mace,Nancy Mace,Republican,Congress,U.S. Representative,South Carolina - SC,1,White,45,117,4501
466143k,2021,Nancy,,Mace,Nancy Mace,Republican,Congress,U.S. Representative,South Carolina - SC,1,White,45,117,4501
466143k,2023,Nancy,,Mace,Nancy Mace,Republican,Congress,U.S. Representative,South Carolina - SC,1,White,45,118,4501
250197k,2018,Kristi,,Noem,Kristi Noem,Republican,Congress,U.S. Representative,South Dakota - SD,0,White,46,115,4600
250197k,2017,Kristi,,Noem,Kristi Noem,Republican,Congress,U.S. Representative,South Dakota - SD,0,White,46,115,4600
199041k,2018,Diane,L.,Black,Diane Black,Republican,Congress,U.S. Representative,Tennessee - TN,6,White,47,115,4706
199041k,2017,Diane,L.,Black,Diane Black,Republican,Congress,U.S. Representative,Tennessee - TN,6,White,47,115,4706
198986k,2018,Marsha,,Blackburn,Marsha Blackburn,Republican,Congress,U.S. Representative,Tennessee - TN,7,White,47,115,4707
198986k,2017,Marsha,,Blackburn,Marsha Blackburn,Republican,Congress,U.S. Representative,Tennessee - TN,7,White,47,115,4707
734559k,2022,Diana,,Harshbarger,Diana Harshbarger,Republican,Congress,U.S. Representative,Tennessee - TN,1,White,47,117,4701
734559k,2021,Diana,,Harshbarger,Diana Harshbarger,Republican,Congress,U.S. Representative,Tennessee - TN,1,White,47,117,4701
734559k,2023,Diana,,Harshbarger,Diana Harshbarger,Republican,Congress,U.S. Representative,Tennessee - TN,1,White,47,118,4701
634679k,2019,Veronica,,Escobar,Veronica Escobar,Democrat,Congress,U.S. Representative,Texas - TX,16,Latina,48,116,4816
634679k,2022,Veronica,,Escobar,Veronica Escobar,Democrat,Congress,U.S. Representative,Texas - TX,16,Latina,48,117,4816
634679k,2021,Veronica,,Escobar,Veronica Escobar,Democrat,Congress,U.S. Representative,Texas - TX,16,Latina,48,117,4816
634679k,2020,Veronica,,Escobar,Veronica Escobar,Democrat,Congress,U.S. Representative,Texas - TX,16,Latina,48,116,4816
771355k,2022,Mayra,,Flores,Mayra Flores,Republican,Congress,U.S. Representative,Texas - TX,34,Latina,48,117,4834
454041k,2019,Sylvia,R.,Garcia,Sylvia Garcia,Democrat,Congress,U.S. Representative,Texas - TX,29,Latina,48,116,4829
454041k,2022,Sylvia,R.,Garcia,Sylvia Garcia,Democrat,Congress,U.S. Representative,Texas - TX,29,Latina,48,117,4829
454041k,2021,Sylvia,R.,Garcia,Sylvia Garcia,Democrat,Congress,U.S. Representative,Texas - TX,29,Latina,48,117,4829
454041k,2020,Sylvia,R.,Garcia,Sylvia Garcia,Democrat,Congress,U.S. Representative,Texas - TX,29,Latina,48,116,4829
159082k,2018,Kay,N.,Granger,Kay Granger,Republican,Congress,U.S. Representative,Texas - TX,12,White,48,115,4812
159082k,2021,Kay,N.,Granger,Kay Granger,Republican,Congress,U.S. Representative,Texas - TX,12,White,48,117,4812
159082k,2017,Kay,N.,Granger,Kay Granger,Republican,Congress,U.S. Representative,Texas - TX,12,White,48,115,4812
159082k,2020,Kay,N.,Granger,Kay Granger,Republican,Congress,U.S. Representative,Texas - TX,12,White,48,116,4812
159082k,2019,Kay,N.,Granger,Kay Granger,Republican,Congress,U.S. Representative,Texas - TX,12,White,48,116,4812
159082k,2022,Kay,N.,Granger,Kay Granger,Republican,Congress,U.S. Representative,Texas - TX,12,White,48,117,4812
159100k,2019,Eddie,Bernice,Johnson,Eddie Johnson,Democrat,Congress,U.S. Representative,Texas - TX,30,Black,48,116,4830
159100k,2022,Eddie,Bernice,Johnson,Eddie Johnson,Democrat,Congress,U.S. Representative,Texas - TX,30,Black,48,117,4830
159100k,2018,Eddie,Bernice,Johnson,Eddie Johnson,Democrat,Congress,U.S. Representative,Texas - TX,30,Black,48,115,4830
159100k,2021,Eddie,Bernice,Johnson,Eddie Johnson,Democrat,Congress,U.S. Representative,Texas - TX,30,Black,48,117,4830
159100k,2017,Eddie,Bernice,Johnson,Eddie Johnson,Democrat,Congress,U.S. Representative,Texas - TX,30,Black,48,115,4830
159100k,2020,Eddie,Bernice,Johnson,Eddie Johnson,Democrat,Congress,U.S. Representative,Texas - TX,30,Black,48,116,4830
159088k,2019,Sheila,Jackson,Lee,Sheila Lee,Democrat,Congress,U.S. Representative,Texas - TX,18,Black,48,116,4818
159088k,2022,Sheila,Jackson,Lee,Sheila Lee,Democrat,Congress,U.S. Representative,Texas - TX,18,Black,48,117,4818
159088k,2018,Sheila,Jackson,Lee,Sheila Lee,Democrat,Congress,U.S. Representative,Texas - TX,18,Black,48,115,4818
159088k,2021,Sheila,Jackson,Lee,Sheila Lee,Democrat,Congress,U.S. Representative,Texas - TX,18,Black,48,117,4818
159088k,2017,Sheila,Jackson,Lee,Sheila Lee,Democrat,Congress,U.S. Representative,Texas - TX,18,Black,48,115,4818
159088k,2020,Sheila,Jackson,Lee,Sheila Lee,Democrat,Congress,U.S. Representative,Texas - TX,18,Black,48,116,4818
625330k,2021,Elizabeth,,Pannill Fletcher,Elizabeth Pannill Fletcher,Democrat,Congress,U.S. Representative,Texas - TX,7,White,48,117,4807
625330k,2020,Elizabeth,,Pannill Fletcher,Elizabeth Pannill Fletcher,Democrat,Congress,U.S. Representative,Texas - TX,7,White,48,116,4807
625330k,2019,Elizabeth,,Pannill Fletcher,Elizabeth Pannill Fletcher,Democrat,Congress,U.S. Representative,Texas - TX,7,White,48,116,4807
625330k,2022,Elizabeth,,Pannill Fletcher,Elizabeth Pannill Fletcher,Democrat,Congress,U.S. Representative,Texas - TX,7,White,48,117,4807
661605k,2022,Beth,,Van Duyne,Beth Van Duyne,Republican,Congress,U.S. Representative,Texas - TX,24,White,48,117,4824
661605k,2021,Beth,,Van Duyne,Beth Van Duyne,Republican,Congress,U.S. Representative,Texas - TX,24,White,48,117,4824
725560k,2023,Jasmine,Felicia,Crockett,Jasmine Crockett,Democrat,Congress,U.S. Representative,Texas - TX,30,Black,48,118,4830
721272k,2023,Monica,,De La Cruz,Monica De La Cruz,Republican,Congress,U.S. Representative,Texas - TX,15,Latina,48,118,4815
634679k,2023,Veronica,,Escobar,Veronica Escobar,Democrat,Congress,U.S. Representative,Texas - TX,16,Latina,48,118,4816
454041k,2023,Sylvia,R.,Garcia,Sylvia Garcia,Democrat,Congress,U.S. Representative,Texas - TX,29,Latina,48,118,4829
159082k,2023,Kay,N.,Granger,Kay Granger,Republican,Congress,U.S. Representative,Texas - TX,12,White,48,118,4812
159088k,2023,Sheila,Jackson,Lee,Sheila Lee,Democrat,Congress,U.S. Representative,Texas - TX,18,Black,48,118,4818
625330k,2023,Elizabeth,,Pannill Fletcher,Elizabeth Pannill Fletcher,Democrat,Congress,U.S. Representative,Texas - TX,7,White,48,118,4807
661605k,2023,Beth,,Van Duyne,Beth Van Duyne,Republican,Congress,U.S. Representative,Texas - TX,24,White,48,118,4824
392417k,2017,Mia,B.,Love,Mia Love,Republican,Congress,U.S. Representative,Utah - UT,4,Black,49,115,4904
392417k,2018,Mia,B.,Love,Mia Love,Republican,Congress,U.S. Representative,Utah - UT,4,Black,49,115,4904
503276k,2023,Becca,A.,Balint,Becca Balint,Democrat,Congress,U.S. Representative,Vermont - VT,0,White,50,118,5000
282950k,2018,Barbara,J.,Comstock,Barbara Comstock,Republican,Congress,U.S. Representative,Virginia - VA,10,White,51,115,5110
282950k,2017,Barbara,J.,Comstock,Barbara Comstock,Republican,Congress,U.S. Representative,Virginia - VA,10,White,51,115,5110
644669k,2022,Elaine,G.,Luria,Elaine Luria,Democrat,Congress,U.S. Representative,Virginia - VA,2,White,51,117,5102
644669k,2021,Elaine,G.,Luria,Elaine Luria,Democrat,Congress,U.S. Representative,Virginia - VA,2,White,51,117,5102
644669k,2020,Elaine,G.,Luria,Elaine Luria,Democrat,Congress,U.S. Representative,Virginia - VA,2,White,51,116,5102
644669k,2019,Elaine,G.,Luria,Elaine Luria,Democrat,Congress,U.S. Representative,Virginia - VA,2,White,51,116,5102
630216k,2019,Abigail,D.,Spanberger,Abigail Spanberger,Democrat,Congress,U.S. Representative,Virginia - VA,7,White,51,116,5107
630216k,2022,Abigail,D.,Spanberger,Abigail Spanberger,Democrat,Congress,U.S. Representative,Virginia - VA,7,White,51,117,5107
630216k,2021,Abigail,D.,Spanberger,Abigail Spanberger,Democrat,Congress,U.S. Representative,Virginia - VA,7,White,51,117,5107
630216k,2020,Abigail,D.,Spanberger,Abigail Spanberger,Democrat,Congress,U.S. Representative,Virginia - VA,7,White,51,116,5107
484877k,2021,Jennifer,T.,Wexton,Jennifer Wexton,Democrat,Congress,U.S. Representative,Virginia - VA,10,White,51,117,5110
484877k,2020,Jennifer,T.,Wexton,Jennifer Wexton,Democrat,Congress,U.S. Representative,Virginia - VA,10,White,51,116,5110
484877k,2019,Jennifer,T.,Wexton,Jennifer Wexton,Democrat,Congress,U.S. Representative,Virginia - VA,10,White,51,116,5110
484877k,2022,Jennifer,T.,Wexton,Jennifer Wexton,Democrat,Congress,U.S. Representative,Virginia - VA,10,White,51,117,5110
702465k,2023,Jennifer,A.,Kiggans,Jennifer Kiggans,Republican,Congress,U.S. Representative,Virginia - VA,2,White,51,118,5102
241253k,2023,Jennifer,L.,McClellan,Jennifer McClellan,Democrat,Congress,U.S. Representative,Virginia - VA,4,Black,51,118,5104
630216k,2023,Abigail,D.,Spanberger,Abigail Spanberger,Democrat,Congress,U.S. Representative,Virginia - VA,7,White,51,118,5107
